,Unnamed: 0,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
3135,3135,Apartment/Condominium,"$3,042",952 sqft,Yes,"$1,122",R2844222,,Residential,2009.0,,"410 - 1680 W 4th Ave, Vancouver, BC",2.0,2.0,2.0,24/01/2024,"$1,069,000",28/01/2024,"$1,069,000"
3136,3136,Apartment/Condominium,"$1,557",460 sqft,No,"$1,256",R2843719,,Residential,2013.0,,"509 - 138 W 1st Ave, Vancouver, BC",1.0,1.0,0.0,22/01/2024,"$578,000",28/01/2024,"$578,000"
3137,3137,Multi Family,"$6,551",1569 sqft,Yes,"$1,146",R2840166,,Residential,2023.0,,"4742 Argyle St, Vancouver, BC",3.0,3.0,1.0,07/01/2024,"$1,799,000",28/01/2024,"$1,755,000"
3138,3138,Apartment/Condominium,"$1,228",548 sqft,Yes,$994,R2841836,,Residential,1983.0,,"304 - 2045 Franklin St, Vancouver, BC",1.0,1.0,1.0,14/01/2024,"$544,900",27/01/2024,"$535,000"
3139,3139,Townhouse,"$2,738",1067 sqft,Yes,$936,R2844157,,Residential,1980.0,,"W2 - 1070 W 7th Ave, Vancouver, BC",1.0,2.0,1.0,23/01/2024,"$999,000",27/01/2024,"$1,130,000"
3140,3140,Single Family Residence,"$12,667",3508 sqft,Yes,"$1,134",R2844070,,Residential,1946.0,,"3861 W 27th Ave, Vancouver, BC",4.0,6.0,2.0,23/01/2024,"$3,980,000",27/01/2024,"$3,820,000"
3141,3141,Apartment/Condominium,"$1,530",629 sqft,Yes,$872,R2843256,,Residential,1978.0,,"303 - 1440 Broadway E, Vancouver, BC",1.0,1.0,1.0,21/01/2024,"$549,000",27/01/2024,"$544,000"
3142,3142,Apartment/Condominium,"$2,786",754 sqft,Yes,"$1,457",R2843731,,Residential,2021.0,,"602E - 1365 Davie St, Vancouver, BC",2.0,2.0,1.0,22/01/2024,"$1,099,000",27/01/2024,"$1,090,000"
3143,3143,Apartment/Condominium,"$230,184",638 sqft,Yes,"$1,144",R2823213,,Residential,2023.0,,"1201 - 3996 Dumfries St, Vancouver, BC",1.0,1.0,1.0,06/10/2023,"$729,900",27/01/2024,"$715,000"
3144,3144,Single Family Residence,,2001 sqft,No,"$1,276",R2829666,,Residential,1926.0,,"2696 W 42nd Ave, Vancouver, BC",2.0,3.0,0.0,31/10/2023,"$2,555,000",27/01/2024,"$2,500,000"
3145,3145,Single Family Residence,"$9,241",2807 sqft,Yes,$851,R2839241,,Residential,2006.0,,"7880 Nanaimo St, Vancouver, BC",5.0,5.0,3.0,03/01/2024,"$2,390,000",27/01/2024,"$2,298,000"
3146,3146,Apartment/Condominium,"$3,629",1027 sqft,Yes,"$1,139",R2826559,,Residential,2010.0,,"2901 - 535 Smithe St, Vancouver, BC",2.0,2.0,1.0,19/10/2023,"$1,169,900",27/01/2024,"$1,157,000"
3147,3147,Apartment/Condominium,"$1,591",759 sqft,Yes,$840,R2843241,,Residential,2006.0,,"306 - 5380 Oben St, Vancouver, BC",1.0,1.0,1.0,21/01/2024,"$638,000",27/01/2024,"$638,000"
3148,3148,Apartment/Condominium,"$2,631",998 sqft,Yes,$876,R2844068,,Residential,1985.0,,"304 - 1355 4 Th Ave W, Vancouver, BC",2.0,3.0,1.0,21/01/2024,"$875,000",27/01/2024,"$895,100"
3149,3149,Apartment/Condominium,"$2,161",654 sqft,Yes,"$1,188",R2821535,,Residential,2021.0,,"405 - 6733 Cambie St, Vancouver, BC",1.0,1.0,0.0,01/10/2023,"$777,000",27/01/2024,"$700,000"
3150,3150,Apartment/Condominium,"$2,550",830 sqft,Yes,"$1,000",R2828391,,Residential,1989.0,,"27 - 1350 W 6th Ave, Vancouver, BC",1.0,1.0,1.0,25/10/2023,"$830,000",27/01/2024,"$795,000"
3151,3151,Apartment/Condominium,"$1,338",465 sqft,No,"$1,032",R2812026,,Residential,1982.0,,"709 - 1333 Hornby St, Vancouver, BC",1.0,0.0,0.0,04/09/2023,"$480,000",27/01/2024,"$461,000"
3152,3152,Apartment/Condominium,"$1,674",500 sqft,Yes,"$1,299",R2843759,,Residential,2003.0,,"1209 - 1225 Richards St, Vancouver, BC",1.0,1.0,1.0,19/01/2024,"$649,900",27/01/2024,"$636,000"
3153,3153,Apartment/Condominium,"$1,894",744 sqft,Yes,$873,R2844054,,Residential,2002.0,,"210 - 1503 W 65th Ave, Vancouver, BC",2.0,2.0,0.0,23/01/2024,"$650,000",27/01/2024,"$700,100"
3154,3154,Single Family Residence,"$8,434",2200 sqft,Yes,"$1,221",R2799641,,Residential,1946.0,,"2935 W 15th Ave, Vancouver, BC",4.0,7.0,0.0,17/07/2023,"$2,688,000",26/01/2024,"$2,688,000"
3155,3155,Apartment/Condominium,"$3,761",1150 sqft,Yes,"$1,086",R2841273,,Residential,1996.0,,"2301 - 1200 Alberni St, Vancouver, BC",2.0,2.0,1.0,11/01/2024,"$1,249,000",26/01/2024,"$1,240,000"
3156,3156,Apartment/Condominium,"$2,000",700 sqft,Yes,"$1,098",R2842314,,Residential,1986.0,,"209 - 1100 W 7th Ave, Vancouver, BC",1.0,1.0,1.0,15/01/2024,"$769,000",26/01/2024,"$758,000"
3157,3157,Single Family Residence,"$18,526",4154 sqft,Yes,"$1,324",R2822169,,Residential,2017.0,,"2206 W 21st Ave, Vancouver, BC",5.0,5.0,3.0,01/10/2023,"$5,500,000",26/01/2024,"$5,400,000"
3158,3158,Apartment/Condominium,"$3,284",1115 sqft,Yes,"$1,072",R2810465,,Residential,2021.0,,"609 - 2435 Kingsway, Vancouver, BC",2.0,3.0,2.0,28/08/2023,"$1,195,500",26/01/2024,"$1,150,000"
3159,3159,Multi Family,,2076 sqft,No,$963,R2840167,,Residential,2023.0,,"2568 E 8th Ave, Vancouver, BC",5.0,4.0,2.0,07/01/2024,"$1,999,900",26/01/2024,"$2,050,000"
3160,3160,Single Family Residence,"$7,817",2088 sqft,Yes,"$1,095",R2827089,,Residential,2002.0,,"2750 E 21st Ave, Vancouver, BC",4.0,6.0,4.0,22/10/2023,"$2,288,000",26/01/2024,"$2,145,000"
3161,3161,Apartment/Condominium,"$2,364",865 sqft,No,"$1,039",R2843535,,Residential,2018.0,,"306 - 7828 Granville St, Vancouver, BC",0.0,2.0,1.0,17/01/2024,"$899,000",26/01/2024,"$850,000"
3162,3162,Apartment/Condominium,"$1,788",573 sqft,Yes,"$1,134",R2843664,,Residential,2011.0,,"304 - 1088 Richards St, Vancouver, BC",1.0,1.0,1.0,22/01/2024,"$649,900",26/01/2024,"$649,900"
3163,3163,Apartment/Condominium,"$1,460",473 sqft,Yes,"$1,109",R2842275,,Residential,2012.0,,"203 - 683 E 27th Ave, Vancouver, BC",1.0,1.0,0.0,15/01/2024,"$525,000",25/01/2024,"$509,000"
3164,3164,Multi Family,,1548 sqft,Yes,"$1,290",R2844565,,Residential,2024.0,,"5481 Prince Edward St, Vancouver, BC",3.0,3.0,1.0,24/01/2024,"$1,998,000",25/01/2024,"$1,975,000"
3165,3165,Apartment/Condominium,"$2,347",923 sqft,Yes,"$1,039",R2839336,,Residential,1997.0,,"1201 - 1003 Pacific St, Vancouver, BC",1.0,2.0,1.0,02/01/2024,"$959,000",25/01/2024,"$940,000"
3166,3166,Single Family Residence,"$7,818",2075 sqft,Yes,"$1,002",R2839645,,Residential,1961.0,,"4675 St. George St, Vancouver, BC",2.0,5.0,1.0,03/01/2024,"$2,080,000",25/01/2024,"$2,080,000"
3167,3167,Multi Family,"$3,100",1411 sqft,Yes,$919,R2820004,,Residential,2023.0,,"6692 Nanaimo St, Vancouver, BC",4.0,3.0,2.0,26/09/2023,"$1,298,000",25/01/2024,"$1,315,000"
3168,3168,Townhouse,,1209 sqft,Yes,"$1,371",R2841160,,Residential,2024.0,,"116 - 5370 Crooked Branch Rd, Vancouver, BC",2.0,3.0,0.0,09/01/2024,"$1,658,000",25/01/2024,"$1,658,000"
3169,3169,Apartment/Condominium,"$2,840",820 sqft,Yes,"$1,341",R2814697,,Residential,1999.0,,"3204 - 1239 W Georgia St, Vancouver, BC",2.0,2.0,1.0,11/09/2023,"$1,100,000",25/01/2024,"$1,030,000"
3170,3170,Apartment/Condominium,"$19,551",3056 sqft,No,"$1,308",R2829823,,Residential,1998.0,,"1203 - 535 Nicola St, Vancouver, BC",4.0,4.0,4.0,30/10/2023,"$3,999,000",25/01/2024,"$3,750,000"
3171,3171,Single Family Residence,"$12,341",4033 sqft,No,$952,R2830082,,Residential,1992.0,,"1748 W 68th Ave, Vancouver, BC",5.0,5.0,6.0,02/11/2023,"$3,840,000",24/01/2024,"$3,570,000"
3172,3172,Apartment/Condominium,"$1,730",1082 sqft,Yes,"$1,035",R2831625,,Residential,2011.0,,"508 - 5782 Berton Ave, Vancouver, BC",2.0,2.0,1.0,06/11/2023,"$1,120,000",24/01/2024,"$1,155,508"
3173,3173,Apartment/Condominium,"$2,751",900 sqft,Yes,"$1,110",R2836698,,Residential,1996.0,,"2002 - 1200 Alberni St, Vancouver, BC",2.0,2.0,1.0,05/12/2023,"$999,000",24/01/2024,"$960,000"
3174,3174,Single Family Residence,"$13,624",2394 sqft,Yes,"$1,502",R2843827,,Residential,2010.0,,"4187 W 14th Ave, Vancouver, BC",4.0,3.0,3.0,22/01/2024,"$3,598,000",24/01/2024,"$3,750,000"
3175,3175,Apartment/Condominium,"$5,547",1577 sqft,Yes,"$1,204",R2842446,,Residential,2012.0,,"1501 - 89 W 2nd Ave, Vancouver, BC",2.0,3.0,2.0,16/01/2024,"$1,899,800",24/01/2024,"$1,880,000"
3176,3176,Apartment/Condominium,"$2,361",755 sqft,Yes,"$1,092",R2823944,,Residential,2015.0,,"620 - 1783 Manitoba St, Vancouver, BC",1.0,1.0,1.0,10/10/2023,"$824,900",24/01/2024,"$765,000"
3177,3177,Single Family Residence,,3225 sqft,No,$930,R2839900,,Residential,1912.0,,"1306 Walnut St, Vancouver, BC",5.0,7.0,3.0,07/01/2024,"$2,999,900",24/01/2024,"$2,800,000"
3178,3178,Apartment/Condominium,"$2,550",816 sqft,Yes,"$1,162",R2843456,,Residential,2014.0,,"806 - 1775 Quebec St, Vancouver, BC",2.0,2.0,1.0,21/01/2024,"$949,000",24/01/2024,"$949,000"
3179,3179,Apartment/Condominium,"$2,709",875 sqft,Yes,"$1,040",R2843197,,Residential,2005.0,,"1904 - 1155 Seymour St, Vancouver, BC",2.0,2.0,1.0,21/01/2024,"$910,000",24/01/2024,"$918,000"
3180,3180,Apartment/Condominium,"$1,799",500 sqft,Yes,"$1,336",R2822643,,Residential,2019.0,,"2208 - 455 Marine Dr Sw, Vancouver, BC",1.0,1.0,1.0,05/10/2023,"$668,000",24/01/2024,"$628,000"
3181,3181,Single Family Residence,"$9,559",2275 sqft,Yes,"$1,362",R2843877,,Residential,1951.0,,"285 W 47 Th Ave, Vancouver, BC",2.0,5.0,1.0,22/01/2024,"$3,100,000",24/01/2024,"$3,068,888"
3182,3182,Single Family Residence,"$6,013",2154 sqft,Yes,$719,R2843033,,Residential,1979.0,,"3685 E Georgia St, Vancouver, BC",3.0,4.0,4.0,18/01/2024,"$1,550,000",24/01/2024,"$1,648,000"
3183,3183,Apartment/Condominium,"$4,032",1469 sqft,Yes,"$1,088",R2842093,,Residential,1997.0,,"2006 - 1088 Quebec St, Vancouver, BC",2.0,3.0,2.0,15/01/2024,"$1,599,000",24/01/2024,"$1,620,000"
3184,3184,Apartment/Condominium,,536 sqft,Yes,$577,R2817454,,Residential,1968.0,,"508 - 1850 Comox St, Vancouver, BC",1.0,1.0,1.0,18/09/2023,"$309,800",24/01/2024,"$300,000"
3185,3185,Apartment/Condominium,"$1,593",1037 sqft,Yes,$711,R2785701,,Residential,1977.0,,"310 - 2299 E 30th Ave, Vancouver, BC",2.0,3.0,1.0,04/06/2023,"$738,000",23/01/2024,"$720,000"
3186,3186,Single Family Residence,"$25,656",5519 sqft,Yes,"$1,065",R2840191,,Residential,2005.0,,"7169 Arbutus St, Vancouver, BC",4.0,6.0,4.0,07/01/2024,"$5,880,000",23/01/2024,"$5,318,000"
3187,3187,Townhouse,"$2,674",965 sqft,Yes,$808,R2827760,,Residential,1977.0,,"1045 Scantlings, Vancouver, BC",1.0,2.0,1.0,19/10/2023,"$780,000",23/01/2024,"$760,000"
3188,3188,Single Family Residence,"$6,695",1740 sqft,Yes,$976,R2822109,,Residential,1946.0,,"4874 Lanark St, Vancouver, BC",2.0,5.0,0.0,02/10/2023,"$1,699,000",23/01/2024,"$1,455,000"
3189,3189,Single Family Residence,"$13,036",2771 sqft,No,"$1,219",R2827566,,Residential,1930.0,,"3949 W 23rd Ave, Vancouver, BC",3.0,6.0,2.0,24/10/2023,"$3,380,000",23/01/2024,"$3,400,000"
3190,3190,Apartment/Condominium,"$1,182",446 sqft,Yes,"$1,343",R2797421,,Residential,2022.0,,"2309 - 1289 Hornby St, Vancouver, BC",1.0,0.0,0.0,11/07/2023,"$599,000",23/01/2024,"$592,500"
3191,3191,Apartment/Condominium,"$1,727",684 sqft,Yes,$840,R2842055,,Residential,1998.0,,"318 - 418 Broadway E, Vancouver, BC",1.0,2.0,1.0,15/01/2024,"$575,000",23/01/2024,"$661,500"
3192,3192,Apartment/Condominium,"$5,036",1587 sqft,Yes,"$1,165",R2842447,,Residential,1987.0,,"1101 - 1860 Robson St, Vancouver, BC",2.0,3.0,2.0,15/01/2024,"$1,850,000",23/01/2024,"$1,780,000"
3193,3193,Apartment/Condominium,"$2,341",568 sqft,Yes,"$1,477",R2825998,,Residential,2022.0,,"2507 - 1289 Hornby St, Vancouver, BC",1.0,1.0,1.0,16/10/2023,"$839,000",23/01/2024,"$833,000"
3194,3194,Apartment/Condominium,"$2,545",758 sqft,Yes,"$1,121",R2830794,,Residential,2019.0,,"1106 - 433 Marine Dr Sw, Vancouver, BC",2.0,2.0,0.0,05/11/2023,"$850,000",23/01/2024,"$800,000"
3195,3195,Townhouse,"$4,104",1449 sqft,Yes,"$1,076",R2834288,,Residential,2005.0,,"303 W 59th Ave, Vancouver, BC",2.0,3.0,2.0,21/11/2023,"$1,560,000",23/01/2024,"$1,506,000"
3196,3196,Apartment/Condominium,"$4,446",1315 sqft,Yes,"$1,359",R2842507,,Residential,1997.0,,"403 - 1710 Bayshore Dr, Vancouver, BC",2.0,2.0,2.0,16/01/2024,"$1,788,000",23/01/2024,"$1,790,000"
3197,3197,Townhouse,"$3,392",919 sqft,Yes,"$1,305",R2842603,,Residential,2006.0,,"3115 Prince Edward St, Vancouver, BC",1.0,2.0,1.0,16/01/2024,"$1,199,900",23/01/2024,"$1,175,000"
3198,3198,Apartment/Condominium,"$3,159",1205 sqft,Yes,$953,R2811926,,Residential,1994.0,,"901 - 283 Davie St, Vancouver, BC",2.0,3.0,2.0,04/09/2023,"$1,149,000",23/01/2024,"$1,125,000"
3199,3199,Apartment/Condominium,"$2,934",936 sqft,Yes,"$1,247",R2842439,,Residential,2009.0,,"409 - 1635 W 3rd Ave, Vancouver, BC",2.0,2.0,1.0,16/01/2024,"$1,168,000",23/01/2024,"$1,150,000"
3200,3200,Apartment/Condominium,"$1,419",613 sqft,Yes,$814,R2838375,,Residential,1973.0,,"609 - 774 Great Northern Way, Vancouver, BC",1.0,1.0,1.0,26/12/2023,"$499,000",23/01/2024,"$477,500"
3201,3201,Apartment/Condominium,"$3,012",969 sqft,Yes,"$1,300",R2820930,,Residential,2010.0,,"601 - 2528 Maple St, Vancouver, BC",2.0,2.0,2.0,02/10/2023,"$1,260,000",23/01/2024,"$1,196,000"
3202,3202,Apartment/Condominium,"$1,579",513 sqft,Yes,"$1,091",R2843503,,Residential,2017.0,,"802 - 5598 Ormidale St, Vancouver, BC",1.0,1.0,1.0,20/01/2024,"$559,800",23/01/2024,"$550,000"
3203,3203,Apartment/Condominium,"$2,561",958 sqft,Yes,$970,R2844098,,Residential,2012.0,,"206 - 222 E 30th Ave, Vancouver, BC",2.0,2.0,1.0,23/01/2024,"$930,000",23/01/2024,"$930,000"
3204,3204,Apartment/Condominium,"$2,689",751 sqft,Yes,"$1,049",R2842168,,Residential,2019.0,,"1805 - 455 Marine Dr Sw, Vancouver, BC",2.0,2.0,1.0,15/01/2024,"$788,000",22/01/2024,"$858,000"
3205,3205,Apartment/Condominium,"$4,249",1252 sqft,Yes,"$1,387",R2840126,,Residential,2005.0,,"PH604 - 2635 Prince Edward St, Vancouver, BC",2.0,2.0,1.0,28/05/2024,"$1,567,000",-,Not Sold Yet
3206,3206,Apartment/Condominium,"$2,010",792 sqft,Yes,$983,R2839288,,Residential,1999.0,,"603 - 822 Homer St, Vancouver, BC",2.0,2.0,1.0,03/01/2024,"$779,000",22/01/2024,"$791,000"
3207,3207,Apartment/Condominium,"$1,599",526 sqft,Yes,"$1,081",R2841683,,Residential,2017.0,,"2206 - 5665 Boundary Rd, Vancouver, BC",1.0,1.0,1.0,14/01/2024,"$569,000",22/01/2024,"$601,888"
3208,3208,Apartment/Condominium,"$2,172",836 sqft,Yes,$930,R2841976,,Residential,1998.0,,"318 - 3278 Heather St, Vancouver, BC",2.0,2.0,1.0,14/01/2024,"$778,000",22/01/2024,"$787,000"
3209,3209,Apartment/Condominium,"$1,671",600 sqft,Yes,$963,R2842107,,Residential,2008.0,,"1107 - 1212 Howe St, Vancouver, BC",1.0,1.0,1.0,14/01/2024,"$578,000",22/01/2024,"$573,000"
3210,3210,Apartment/Condominium,"$7,230",2220 sqft,Yes,"$1,283",R2842123,,Residential,1992.0,,"2901 - 1188 Quebec St, Vancouver, BC",2.0,3.0,3.0,15/01/2024,"$2,850,000",22/01/2024,"$2,800,000"
3211,3211,Apartment/Condominium,"$2,024",841 sqft,Yes,$921,R2840938,,Residential,1992.0,,"201 - 1005 Broughton St, Vancouver, BC",1.0,2.0,1.0,09/01/2024,"$775,000",22/01/2024,"$775,000"
3212,3212,Apartment/Condominium,"$2,725",890 sqft,Yes,"$1,066",R2838464,,Residential,2011.0,,"402 - 1477 W Pender St, Vancouver, BC",1.0,1.0,1.0,27/12/2023,"$949,000",22/01/2024,"$936,000"
3213,3213,Single Family Residence,"$5,963",1920 sqft,No,$677,R2840622,,Residential,1945.0,,"4940 Killarney St, Vancouver, BC",4.0,8.0,0.0,08/01/2024,"$1,300,000",22/01/2024,"$1,550,000"
3214,3214,Apartment/Condominium,,516 sqft,Yes,"$1,624",R2788714,,Residential,2020.0,,"3810 - 1480 Howe St, Vancouver, BC",1.0,1.0,1.0,13/06/2023,"$838,000",22/01/2024,"$807,000"
3215,3215,Single Family Residence,"$6,921",2135 sqft,Yes,$982,R2842521,,Residential,1962.0,,"4806 Windsor St, Vancouver, BC",2.0,5.0,2.0,16/01/2024,"$2,098,000",22/01/2024,"$2,140,000"
3216,3216,Apartment/Condominium,"$3,375",1034 sqft,Yes,"$1,256",R2837281,,Residential,2009.0,,"808 - 1633 Ontario St, Vancouver, BC",2.0,2.0,1.0,07/12/2023,"$1,299,000",22/01/2024,"$1,290,000"
3217,3217,Apartment/Condominium,"$2,864",1259 sqft,Yes,"$1,969",R2772403,,Residential,2016.0,,"PH1 - 5628 Birney Ave, Vancouver, BC",2.0,3.0,2.0,23/04/2023,"$2,480,000",22/01/2024,"$2,100,000"
3218,3218,Apartment/Condominium,,940 sqft,Yes,$924,R2834781,,Residential,2022.0,,"425 - 3438 Sawmill Cres, Vancouver, BC",2.0,2.0,1.0,23/11/2023,"$868,900",22/01/2024,"$868,900"
3219,3219,Multi Family,,1423 sqft,Yes,"$1,054",R2832005,,Residential,2024.0,,"2 - 2736 E Georgia St, Vancouver, BC",3.0,3.0,1.0,12/11/2023,"$1,499,900",22/01/2024,"$1,485,000"
3220,3220,Single Family Residence,"$7,280",2065 sqft,Yes,$871,R2838792,,Residential,2005.0,,"960 Nootka St, Vancouver, BC",4.0,6.0,2.0,01/01/2024,"$1,799,000",22/01/2024,"$2,100,000"
3221,3221,Single Family Residence,"$6,517",1610 sqft,Yes,"$1,110",R2842112,,Residential,1950.0,,"1306 E 34th Ave, Vancouver, BC",2.0,3.0,2.0,15/01/2024,"$1,788,000",22/01/2024,"$1,788,000"
3222,3222,Multi Family,"$9,818",1568 sqft,Yes,"$1,517",R2843475,,Residential,2023.0,,"3377 23 Rd Ave W, Vancouver, BC",3.0,3.0,1.0,21/01/2024,"$2,380,000",22/01/2024,"$2,380,000"
3223,3223,Townhouse,"$2,591",952 sqft,Yes,"$1,028",R2842949,,Residential,1998.0,,"22 - 2375 W Broadway, Vancouver, BC",2.0,2.0,1.0,18/01/2024,"$979,000",22/01/2024,"$975,000"
3224,3224,Townhouse,"$1,749",1188 sqft,Yes,"$1,329",R2840662,,Residential,2023.0,,"4110 Columbia St, Vancouver, BC",2.0,3.0,1.0,09/01/2024,"$1,579,900",21/01/2024,"$1,579,900"
3225,3225,Apartment/Condominium,"$4,660",1224 sqft,Yes,"$1,331",R2841869,,Residential,2001.0,,"1003 - 1067 Marinaside Cres, Vancouver, BC",2.0,2.0,2.0,14/01/2024,"$1,629,900",21/01/2024,"$1,610,000"
3226,3226,Apartment/Condominium,"$1,533",758 sqft,Yes,"$1,002",R2824354,,Residential,2022.0,,"101 - 4933 Clarendon St, Vancouver, BC",2.0,2.0,1.0,11/10/2023,"$760,000",21/01/2024,"$760,000"
3227,3227,Townhouse,,1130 sqft,Yes,"$1,467",R2843927,,Residential,2024.0,,"111 - 5370 Crooked Branch Rd, Vancouver, BC",2.0,3.0,0.0,20/01/2024,"$1,658,000",21/01/2024,"$1,658,000"
3228,3228,Townhouse,"$5,411",2075 sqft,Yes,$987,R2824433,,Residential,2004.0,,"959 59 Th Ave W, Vancouver, BC",3.0,4.0,2.0,11/10/2023,"$2,050,000",21/01/2024,"$1,995,000"
3229,3229,Single Family Residence,"$12,625",4095 sqft,No,$854,R2842388,,Residential,1935.0,,"7561 Angus Dr, Vancouver, BC",2.0,6.0,2.0,16/01/2024,"$3,498,000",21/01/2024,"$3,600,000"
3230,3230,Single Family Residence,"$7,260",2201 sqft,Yes,$953,R2835416,,Residential,2006.0,,"3492 E 4th Ave, Vancouver, BC",4.0,5.0,3.0,28/11/2023,"$2,099,000",21/01/2024,"$2,065,000"
3231,3231,Townhouse,"$2,123",1297 sqft,No,$654,R2841878,,Residential,1971.0,,"6666 Arlington St, Vancouver, BC",2.0,4.0,1.0,14/01/2024,"$849,000",21/01/2024,"$881,000"
3232,3232,Multi Family,"$6,337",1781 sqft,Yes,$947,R2815810,,Residential,2023.0,,"2972 Venables St, Vancouver, BC",5.0,5.0,3.0,13/09/2023,"$1,688,000",21/01/2024,"$1,680,000"
3233,3233,Apartment/Condominium,"$2,300",828 sqft,Yes,$964,R2839642,,Residential,2018.0,,"1705 - 2220 Kingsway, Vancouver, BC",2.0,2.0,2.0,04/01/2024,"$799,000",21/01/2024,"$799,000"
3234,3234,Apartment/Condominium,"$1,291",596 sqft,Yes,"$1,216",R2832045,,Residential,2021.0,,"2408 - 3538 Sawmill Cres, Vancouver, BC",1.0,1.0,1.0,10/11/2023,"$725,000",21/01/2024,"$690,000"
3235,3235,Apartment/Condominium,"$1,730",1141 sqft,Yes,$595,R2842173,,Residential,1983.0,,"437 - 3364 Marquette Cres, Vancouver, BC",1.0,2.0,1.0,15/01/2024,"$679,000",21/01/2024,"$751,000"
3236,3236,Apartment/Condominium,"$1,054",480 sqft,Yes,$916,R2826339,,Residential,1999.0,,"PH6 - 6991 Victoria Dr, Vancouver, BC",1.0,0.0,1.0,18/10/2023,"$439,900",21/01/2024,"$429,000"
3237,3237,Apartment/Condominium,"$2,525",720 sqft,Yes,"$1,151",R2841968,,Residential,2013.0,,"412 - 2250 Commercial Dr, Vancouver, BC",1.0,1.0,1.0,14/01/2024,"$829,000",21/01/2024,"$885,000"
3238,3238,Single Family Residence,"$7,794",3010 sqft,Yes,$680,R2831263,,Residential,1995.0,,"707 E 63rd Ave, Vancouver, BC",5.0,7.0,4.0,07/11/2023,"$2,049,000",21/01/2024,"$2,030,000"
3239,3239,Apartment/Condominium,"$1,730",1141 sqft,Yes,$595,R2842173,,Residential,1983.0,,"437 - 3364 Marquette Cres, Vancouver, BC",1.0,2.0,1.0,15/01/2024,"$679,000",21/01/2024,"$751,000"
3240,3240,Apartment/Condominium,"$1,568",598 sqft,Yes,"$1,001",R2842071,,Residential,1988.0,,"409 - 1060 Alberni St, Vancouver, BC",1.0,1.0,1.0,15/01/2024,"$599,000",21/01/2024,"$605,000"
3241,3241,Apartment/Condominium,"$2,336",896 sqft,Yes,$968,R2832625,,Residential,2022.0,,"906 - 3438 Sawmill Cres, Vancouver, BC",2.0,2.0,1.0,14/11/2023,"$868,000",21/01/2024,"$842,000"
3242,3242,Apartment/Condominium,"$2,131",1291 sqft,Yes,"$1,029",R2816812,,Residential,2006.0,,"310 - 6268 Eagles Dr, Vancouver, BC",2.0,3.0,1.0,17/09/2023,"$1,329,000",20/01/2024,"$1,310,000"
3243,3243,Apartment/Condominium,"$2,119",836 sqft,Yes,$992,R2842215,,Residential,1975.0,,"105 - 1640 W 11th Ave, Vancouver, BC",1.0,2.0,1.0,15/01/2024,"$830,000",20/01/2024,"$837,000"
3244,3244,Apartment/Condominium,"$2,177",655 sqft,Yes,"$1,143",R2841898,,Residential,2014.0,,"2106 - 1308 Hornby St, Vancouver, BC",1.0,1.0,1.0,14/01/2024,"$748,800",20/01/2024,"$750,000"
3245,3245,Apartment/Condominium,"$2,831",865 sqft,Yes,"$1,140",R2841819,,Residential,2022.0,,"204 - 7638 Cambie St, Vancouver, BC",2.0,2.0,1.0,12/01/2024,"$986,900",20/01/2024,"$939,904"
3246,3246,Apartment/Condominium,"$2,505",906 sqft,Yes,$881,R2841948,,Residential,2013.0,,"607 - 4818 Eldorado Mews, Vancouver, BC",2.0,2.0,1.0,14/01/2024,"$799,000",20/01/2024,"$785,000"
3247,3247,Single Family Residence,"$14,158",3497 sqft,Yes,"$1,454",R2840571,,Residential,2015.0,,"3059 W 26th Ave, Vancouver, BC",4.0,4.0,2.0,08/01/2024,"$5,088,000",20/01/2024,"$4,725,000"
3248,3248,Apartment/Condominium,"$2,316",882 sqft,Yes,$997,R2834405,,Residential,2007.0,,"908 - 602 Citadel Parade, Vancouver, BC",2.0,2.0,1.0,21/11/2023,"$879,900",20/01/2024,"$862,500"
3249,3249,Multi Family,"$5,190",1246 sqft,Yes,"$1,063",R2835368,,Residential,2001.0,,"1750 14 Th Ave E, Vancouver, BC",2.0,4.0,1.0,28/11/2023,"$1,324,900",20/01/2024,"$1,265,000"
3250,3250,Single Family Residence,"$6,306",1598 sqft,No,"$1,051",R2839164,,Residential,1941.0,,"2545 E 28th Ave, Vancouver, BC",2.0,5.0,0.0,02/01/2024,"$1,680,000",20/01/2024,"$1,658,000"
3251,3251,Apartment/Condominium,"$8,342",1848 sqft,Yes,"$1,590",R2842411,,Residential,2002.0,,"4303 - 1408 Strathmore Mews, Vancouver, BC",3.0,3.0,2.0,16/01/2024,"$2,940,000",20/01/2024,"$2,940,000"
3252,3252,Multi Family,,1721 sqft,No,$987,R2841399,,Residential,2023.0,,"1454 William St, Vancouver, BC",3.0,4.0,1.0,10/01/2024,"$1,699,900",20/01/2024,"$1,699,900"
3253,3253,Single Family Residence,"$6,730",1639 sqft,No,"$1,090",R2841641,,Residential,1941.0,,"3435 Triumph St, Vancouver, BC",2.0,3.0,2.0,14/01/2024,"$1,788,000",20/01/2024,"$1,675,000"
3254,3254,Apartment/Condominium,"$3,334",978 sqft,Yes,"$1,533",R2798194,,Residential,2021.0,,"606 - 1365 Davie St, Vancouver, BC",2.0,2.0,1.0,13/07/2023,"$1,499,990",20/01/2024,"$1,468,000"
